codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.7.1.8.05.3.1.03.00.00.00.000;02;0201;14.649,20;15.857,60;1033;"PNAE PRE-ESCOLA";A;07;000;15.652,80;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.3.1.04.00.00.00.000;02;0201;1.036,80;1.830,40;1059;"PNAE EJA";A;07;000;1.815,09;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.3.1.05.00.00.00.000;02;0201;1.399,20;1.399,20;1071;"PNAE AEE";A;07;000;1.399,20;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.4.0.00.00.00.00.000;02;0201;51.072,33;58.636,80;0000;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR – PNATE";S;06;000;58.326,68;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.4.1.00.00.00.00.000;02;0201;51.072,33;58.636,80;1016;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR – PNATE - PRINCIPAL";A;06;000;58.326,68;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.9.0.00.00.00.00.000;02;0201;0,00;39.072,83;0000;"OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO – FNDE";S;06;000;39.072,83;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.9.1.00.00.00.00.000;02;0201;0,00;39.072,83;0000;"OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO – FNDE - PRINCIPAL";S;06;000;39.072,83;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.9.1.01.00.00.00.000;02;0201;0,00;39.072,83;1003;"EDUC. INF. NOVAS TURMAS RV1003";A;07;000;39.072,83;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.10.0.0.00.00.00.00.000;02;0201;0,00;238.856,00;0000;"TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES";S;05;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.10.9.0.00.00.00.00.000;02;0201;0,00;238.856,00;0000;"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.10.9.1.00.00.00.00.000;02;0201;0,00;238.856,00;0000;"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.10.9.1.01.00.00.00.000;02;0201;0,00;238.856,00;1210;"RECAPEAMENTO ASFALTICO SICONV903783/2020 RV1210";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.0.0.00.00.00.00.000;02;0201;156.118,01;85.967,75;0000;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL – FNAS";S;05;000;159.588,45;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.1.0.00.00.00.00.000;02;0201;156.118,01;85.967,75;0000;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL – FNAS";S;06;000;159.588,45;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.1.1.00.00.00.00.000;02;0201;156.118,01;85.967,75;0000;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL – FNAS - PRINCIPAL";S;06;000;159.588,45;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.1.1.01.00.00.00.000;02;0201;14.708,59;15.730,00;1038;"IGD BF";A;07;000;14.708,59;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.1.1.02.00.00.00.000;02;0201;1.529,56;3.000,00;1067;"IGD SUAS";A;07;000;3.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.1.1.03.00.00.00.000;02;0201;18.741,60;34.899,63;1021;"SCFV FF";A;07;000;20.741,60;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.12.1.1.04.00.00.00.000;02;0201;121.138,26;32.338,12;1064;"PAIF FF";A;07;000;121.138,26;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.99.0.0.00.00.00.00.000;02;0201;0,00;195.584,66;0000;"OUTRAS TRANSFERENCIAS DA UNIAO";S;05;000;51.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.99.1.0.00.00.00.00.000;02;0201;0,00;195.584,66;0000;"OUTRAS TRANSFERENCIAS DA UNIAO";S;06;000;51.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.99.1.1.00.00.00.00.000;02;0201;0,00;195.584,66;0000;"OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL";S;06;000;51.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.99.1.1.08.00.00.00.000;02;0201;0,00;195.584,66;0001;"LC 176/2020 - ACORDO LEI KANDIR";A;07;000;51.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.0.00.0.0.00.00.00.00.000;02;0201;10.456.024,36;15.177.997,34;0000;"TRANSFERENCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES";S;03;000;13.765.343,40;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.00.0.0.00.00.00.00.000;02;0201;10.456.024,36;15.177.997,34;0000;"TRANSFERENCIAS DOS ESTADOS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;13.765.343,40;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.0.0.00.00.00.00.000;02;0201;9.943.949,00;13.957.935,80;0000;"PARTICIPACAO NA RECEITA DOS ESTADOS";S;05;000;12.801.626,46;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.1.0.00.00.00.00.000;02;0201;9.122.062,00;12.899.514,54;0000;"COTA-PARTE DO ICMS";S;06;000;11.979.739,46;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.1.1.00.00.00.00.000;02;0201;9.122.062,00;12.899.514,54;0000;"COTA-PARTE DO ICMS - PRINCIPAL";S;06;000;11.979.739,46;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.1.1.01.00.00.00.000;02;0201;5.473.237,20;7.739.708,65;0001;"COTA-PARTE DO ICMS - PRINCIPAL  - PROPRIO";A;07;000;7.178.605,51;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.1.1.02.00.00.00.000;02;0201;456.103,10;644.975,76;0020;"COTA-PARTE DO ICMS - PRINCIPAL  - MDE";A;07;000;600.141,74;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.1.1.03.00.00.00.000;02;0201;1.368.309,30;1.934.927,20;0040;"COTA-PARTE DO ICMS - PRINCIPAL - ASPS";A;07;000;1.800.425,23;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.1.1.04.00.00.00.000;02;0201;1.824.412,40;2.579.902,93;0031;"COTA-PARTE DO ICMS - PRINCIPAL  - FUNDEB";A;07;000;2.400.566,98;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.2.0.00.00.00.00.000;02;0201;675.190,00;914.402,02;0000;"COTA-PARTE DO IPVA";S;06;000;675.190,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.2.1.00.00.00.00.000;02;0201;675.190,00;914.402,02;0000;"COTA-PARTE DO IPVA - PRINCIPAL";S;06;000;675.190,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.2.1.01.00.00.00.000;02;0201;405.114,00;548.640,99;0001;"COTA-PARTE DO IPVA - PRINCIPAL  - PROPRIO";A;07;000;405.114,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.2.1.02.00.00.00.000;02;0201;33.759,50;45.720,08;0020;"COTA-PARTE DO IPVA - PRINCIPAL  - MDE";A;07;000;33.759,50;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.2.1.03.00.00.00.000;02;0201;101.278,50;137.160,34;0040;"COTA-PARTE DO IPVA - PRINCIPAL  - ASPS";A;07;000;101.278,50;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.2.1.04.00.00.00.000;02;0201;135.038,00;182.880,61;0031;"COTA-PARTE DO IPVA - PRINCIPAL  - FUNDEB";A;07;000;135.038,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.3.0.00.00.00.00.000;02;0201;140.160,00;139.024,69;0000;"COTA-PARTE DO IPI - MUNICIPIOS";S;06;000;140.160,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.3.1.00.00.00.00.000;02;0201;140.160,00;139.024,69;0000;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL";S;06;000;140.160,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.3.1.01.00.00.00.000;02;0201;84.096,00;83.414,76;0001;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - PROPRIO";A;07;000;84.096,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.3.1.02.00.00.00.000;02;0201;7.008,00;6.951,26;0020;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - MDE";A;07;000;7.008,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.3.1.03.00.00.00.000;02;0201;21.024,00;20.853,71;0040;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - ASPS";A;07;000;21.024,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.3.1.04.00.00.00.000;02;0201;28.032,00;27.804,96;0031;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - FUNDEB";A;07;000;28.032,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.4.0.00.00.00.00.000;02;0201;6.537,00;4.994,55;0000;"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO";S;06;000;6.537,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.01.4.1.00.00.00.00.000;02;0201;6.537,00;4.994,55;1018;"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - PRINCIPAL";A;06;000;6.537,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.0.0.00.00.00.00.000;02;0201;317.338,61;1.061.941,02;0000;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO";S;05;000;672.112,01;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.0.00.00.00.00.000;02;0201;317.338,61;1.061.941,02;0000;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO";S;06;000;672.112,01;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.00.00.00.00.000;02;0201;317.338,61;1.061.941,02;0000;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO - PRINCIPAL";S;06;000;672.112,01;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.01.00.00.00.000;02;0201;147.823,63;301.761,87;4011;"PIES FE";A;07;000;212.823,63;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.02.00.00.00.000;02;0201;102.857,17;282.000,00;4090;"PSF ESTADUAL";A;07;000;124.857,17;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.04.00.00.00.000;02;0201;13.583,52;38.297,98;4050;"FARMACIA BASICA ESTADUAL";A;07;000;13.853,36;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.05.00.00.00.000;02;0201;20.571,43;36.000,00;4160;PIM;A;07;000;29.071,43;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.07.00.00.00.000;02;0201;32.502,86;45.810,00;4050;"FARMACIA BASICA - DISTRIBUICAO DE FRALDAS RV4050";A;07;000;45.502,86;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.10.00.00.00.000;02;0201;0,00;0,00;4011;"COVID-19 PADU SRAG PORT.SES.256/2021 RV4011";A;07;000;90.909,09;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.10.00.00.00.000;02;0201;0,00;90.909,09;4011;"COVID-19 PADU SRAG PORT.SES.256/2021 RV4011";A;07;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.11.00.00.00.000;02;0201;0,00;0,00;4297;"CUSTEIO EMENDA PORT 319 E 399/2021 RV4297";A;07;000;100.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.11.00.00.00.000;02;0201;0,00;100.000,00;4297;"CUSTEIO EMENDA PORT 319 E 399/2021 RV4297";A;07;000;0,00;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.12.00.00.00.000;02;0201;0,00;5.094,47;4300;"PROGRAMA SOLIDARIEDADE NFG RV4300";A;07;000;5.094,47;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.13.00.00.00.000;02;0201;0,00;107.067,61;0000;"Transferencias no ambito do PIAPS";S;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.13.01.00.00.000;02;0201;0,00;39.816,82;4011;"PIAPS - Sociodemografico";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.13.02.00.00.000;02;0201;0,00;31.250,79;4090;"PIAPS - Incentivo APS";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.13.04.00.00.000;02;0201;0,00;6.000,00;4160;"PIAPS - Primeira Infancia Melhor PIM";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.13.05.00.00.000;02;0201;0,00;30.000,00;4011;"PIAPS - Rede Bem Cuidar (RBC) Qualificacao APS";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.14.00.00.00.000;02;0201;0,00;50.000,00;4050;"PROGRAMA FARMACIA CUIDAR+ PORT SES/RS 649/2021 RV4050";A;07;000;50.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.03.1.1.15.00.00.00.000;02;0201;0,00;5.000,00;4090;"COMBATE RACISMO RV4090";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.0.0.00.00.00.00.000;02;0201;173.599,22;124.588,69;0000;"TRANSFERENCIA DE CONVENIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES";S;05;000;267.099,22;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.2.0.00.00.00.00.000;02;0201;163.354,28;116.618,71;0000;"TRANSFERENCIAS DE CONVENIO DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO";S;06;000;176.854,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
